Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Mean,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,SYN Flag Count,ACK Flag Count,RST Flag Count,PSH Flag Count,Protocol,Average Packet Size,Init_Win_bytes_forward,Init_Win_bytes_backward,Active Mean,Idle Mean,Label
21,2321754,23,474,113564.0,320479.31,77.5,1238.15,66720.73,209.0,2,27,5,2,6,1298.91,43716,24767,4446.51,81863.29,BENIGN
1433,855028,216,473,117765.1,45723.51,935.31,476.43,72870.34,171.42,3,27,2,8,17,1246.24,3460,21437,1813.54,94627.81,BENIGN
135,28085,39,78,426688.56,172447.97,1271.88,138.43,44686.54,441.36,2,11,1,3,17,216.02,29383,38587,2744.59,19190.27,BENIGN
3306,3982540,70,247,424985.56,187216.84,979.89,1351.62,44321.0,847.96,17,11,1,9,6,223.7,1608,12181,3151.99,37231.08,DoS
110,3686393,450,60,73017.65,118189.28,654.71,307.2,93839.85,217.29,0,16,3,9,6,1369.87,11515,59342,4954.95,16969.98,BENIGN
3389,4769585,209,74,252315.01,137040.63,147.29,1271.99,56618.33,186.21,0,27,2,1,17,792.96,23080,42102,951.09,51697.71,BENIGN
53,2914770,188,106,361055.35,306760.82,1450.79,651.73,9485.48,270.26,2,12,3,0,6,317.3,28617,17360,90.59,90214.46,BENIGN
3389,2382763,377,386,286946.96,157837.9,1490.95,324.73,83969.71,1781.55,11,24,2,9,6,1019.49,10612,58717,4149.12,4080.45,Web Attack
445,4762239,369,156,165758.24,336571.53,865.5,1180.54,60532.33,272.2,2,24,4,8,6,499.53,38035,54406,908.64,59836.81,BENIGN
53,888581,416,93,185166.66,56071.48,1301.11,1012.47,23267.31,196.04,1,18,3,8,17,384.52,16090,25037,3011.58,17624.92,BENIGN
139,3452429,484,216,275529.96,104479.77,798.11,220.74,6973.86,50.57,0,11,1,2,6,423.31,35832,15495,229.48,84276.26,BENIGN
53,2671789,221,226,472453.61,133231.69,602.77,196.1,26058.02,443.98,3,22,2,10,6,809.14,20801,53380,2043.7,30994.73,BENIGN
139,3767223,305,225,246587.35,446090.11,212.63,69.7,52563.41,258.8,1,17,0,5,6,1022.75,39802,23651,612.54,33974.5,BENIGN
123,4214330,99,130,435345.44,12451.97,1160.75,10.43,2224.22,129.1,3,28,3,10,6,1127.71,6757,26630,3057.26,54415.91,BENIGN
1433,2531958,218,407,174546.83,384636.29,438.54,743.79,65441.66,698.1,20,26,0,9,17,883.32,63174,53686,3103.67,6801.65,PortScan
22,457034,187,141,464192.5,257016.25,1196.9,265.02,17059.29,420.43,2,11,3,3,17,1244.62,11412,46817,1762.5,99921.73,BENIGN
25,4410980,41,253,399277.03,221917.74,109.02,1392.26,94902.49,4830.05,20,12,1,0,6,679.63,38849,29169,2602.46,17872.8,Web Attack
80,584778,281,368,107436.93,225789.52,1374.28,1251.42,99496.19,229.5,0,28,3,4,6,651.27,47438,37354,2301.71,82119.16,BENIGN
53,2803037,36,246,352508.87,486087.16,1498.09,1309.4,63513.15,381.98,2,3,0,10,17,721.88,49953,5704,2528.92,1723.78,BENIGN
80,1101711,32,194,256001.04,487138.36,690.21,1367.1,55644.79,484.33,3,16,3,5,17,666.39,54721,54892,2882.88,11505.92,BENIGN
53,1153023,337,240,20074.05,463499.15,1301.73,1230.14,3517.52,293.82,3,7,5,7,6,157.32,3113,29357,3331.48,75490.05,BENIGN
110,3048445,182,152,244081.61,409018.63,407.43,50.46,5133.14,477.31,1,10,0,1,17,69.22,55333,56513,3230.42,4164.13,BENIGN
80,3761667,199,246,75634.85,72057.33,688.12,559.75,48867.23,281.5,3,18,5,1,17,762.61,59886,7503,3284.03,18123.25,BENIGN
443,2741553,158,154,180259.42,223976.25,1042.49,282.7,82005.39,209.02,1,4,4,3,17,951.2,13354,12295,3495.46,80209.6,BENIGN
443,4887818,158,350,137199.82,25447.2,754.41,537.63,64064.21,177.29,2,13,2,10,6,1096.71,1072,26874,2673.8,56731.94,BENIGN
3389,2431216,268,482,268470.24,105095.9,591.7,245.64,24857.05,43.0,1,0,3,0,6,701.1,10157,31503,3428.87,180.82,BENIGN
1433,3638895,181,459,226272.44,413494.14,657.84,665.25,64724.1,1870.03,7,16,2,6,6,123.99,27309,35307,2931.1,85898.68,Brute Force
110,2413775,383,411,52229.09,450134.35,341.52,940.36,66783.45,116.84,3,22,3,4,17,926.99,62698,1705,4744.77,63423.4,BENIGN
135,3887080,470,87,491891.56,251073.09,95.51,1280.61,64316.35,480.53,2,5,2,4,17,542.52,61141,12539,2580.85,78682.97,BENIGN
8080,4353485,320,297,271618.62,390766.5,1485.12,125.63,13187.69,28.67,2,17,1,4,6,711.34,38565,26875,59.17,72422.43,BENIGN
80,1681929,266,115,233219.92,50265.41,1406.96,615.24,52804.67,213.73,3,4,1,0,17,878.99,5775,63663,1777.91,77315.21,BENIGN
3389,689288,231,211,176909.34,208025.19,301.76,1305.77,39835.31,293.92,2,7,4,4,6,571.1,45408,26649,3865.28,58322.57,BENIGN
139,1074187,124,388,451742.48,497144.26,688.0,220.63,71002.64,4747.92,11,12,1,8,6,898.12,32482,29447,32.14,32722.58,DoS
110,904741,164,375,394412.36,340053.67,656.45,667.87,38760.76,270.01,0,22,1,7,6,628.37,31031,56651,4156.12,83030.29,BENIGN
445,3470157,360,322,236336.21,289948.89,828.2,894.27,57455.61,49.2,0,23,5,2,17,804.98,25996,12433,1538.49,44405.63,BENIGN
21,1952692,285,82,184436.39,331311.22,1111.87,1060.1,87613.1,174.17,1,7,0,4,17,1322.26,56880,9791,2834.13,68046.99,BENIGN
3306,1010059,422,240,436168.92,214098.94,1322.44,650.02,29518.2,4432.58,8,28,0,8,17,767.95,32211,50438,1702.69,23597.81,Web Attack
1433,3295313,131,252,247412.51,373512.38,1080.1,1204.29,55251.86,383.44,3,24,5,4,17,229.0,63814,60412,4721.59,28315.34,BENIGN
139,4718011,345,392,285622.32,408444.98,776.86,431.8,17121.51,285.76,1,20,0,6,17,418.64,47704,4092,1593.25,40527.84,BENIGN
53,3474383,62,271,320236.83,168366.19,796.53,689.2,83194.67,288.09,1,10,3,2,17,823.25,45069,13854,1329.4,2542.2,BENIGN
123,4096220,374,203,260770.59,375687.33,591.03,37.33,74233.93,13.87,1,9,0,8,17,950.44,7356,46557,1248.89,95304.06,BENIGN
1433,149905,370,352,138834.76,391774.78,1477.02,41.46,71997.97,396.57,0,5,3,5,17,1060.57,18148,14498,4666.25,57134.28,BENIGN
80,3101143,117,333,112833.78,75348.2,483.18,1418.5,52517.77,299.11,0,27,0,6,17,1023.87,25051,58085,2981.98,33668.35,BENIGN
3306,974191,254,409,125744.95,419644.77,638.19,277.39,14960.27,9.19,3,17,0,1,6,407.69,35727,6180,1458.74,27105.78,BENIGN
8080,2077774,24,118,400707.77,12108.56,1346.25,364.13,81092.03,178.5,3,6,4,2,6,151.76,41446,45884,4006.86,79994.24,BENIGN
21,378090,235,349,335224.42,13917.85,481.8,466.07,4588.03,7.98,3,0,4,5,6,398.19,55341,36899,4721.88,35044.95,BENIGN
110,1645661,357,172,229198.31,70920.68,614.17,4.64,81315.06,2258.57,7,16,4,6,6,1319.84,39977,32862,2009.39,59745.8,DoS
139,469767,34,102,391402.11,463813.75,553.73,605.63,16517.54,278.61,0,14,1,7,6,925.59,1814,52660,4865.08,69237.94,BENIGN
1433,3565371,31,223,368345.97,114079.66,657.83,596.02,79464.27,460.58,0,28,4,9,6,656.9,32678,2626,4989.71,17847.42,BENIGN
3389,1804391,64,438,95836.69,467559.34,359.46,645.13,97923.9,390.41,2,14,0,3,6,1246.2,17966,17181,2805.2,984.66,BENIGN
445,1563593,55,136,160180.8,326077.67,1159.93,665.67,96958.87,3031.65,11,1,2,1,6,799.26,40233,47619,3620.72,886.77,Web Attack
443,4416095,214,298,133038.9,265920.76,741.88,1423.62,68170.54,276.4,0,22,1,2,6,883.76,43580,31884,1432.08,8817.19,BENIGN
443,1938803,178,72,54566.28,34659.17,134.38,392.49,91656.94,284.79,0,0,1,3,6,204.73,26438,58823,3844.59,11836.66,BENIGN
80,4943772,328,79,468429.68,399188.75,1201.45,30.51,28038.93,50.71,3,18,4,4,17,929.47,16688,12587,2056.44,34575.8,BENIGN
8080,4047386,334,172,391476.32,359830.48,926.92,1351.9,16949.17,3390.26,19,4,3,0,6,486.09,57302,20709,1228.73,26312.19,PortScan
8080,1425409,355,187,283568.59,287281.76,669.6,880.6,48441.29,187.33,2,25,2,2,6,500.8,23170,37549,4405.14,60397.4,BENIGN
22,1884928,500,125,303688.1,210597.37,152.93,628.61,43932.39,36.67,1,2,0,9,17,1039.5,28712,4238,2117.43,3806.01,BENIGN
3306,769927,355,417,212317.75,296547.58,328.65,1452.38,38671.2,494.1,3,30,3,1,17,77.75,21535,30830,3203.03,50433.56,BENIGN
1433,2495401,68,119,172473.77,62911.91,390.14,827.8,91478.62,292.5,1,5,0,4,17,712.77,64035,56368,1837.78,18551.97,BENIGN
135,1723326,41,181,20644.41,462517.49,1463.08,367.27,73124.51,51.99,3,2,2,2,6,197.23,51551,2472,2385.91,51995.41,BENIGN
3389,339901,260,145,125574.04,250094.97,245.33,1025.82,11900.18,176.11,3,14,5,4,17,1354.9,64702,38081,4622.57,75586.1,BENIGN
53,2051987,148,499,499117.32,364309.5,475.66,1153.6,77334.97,351.38,0,30,0,6,6,1380.4,3263,18421,3565.96,19509.55,BENIGN
3389,1761924,133,446,43482.44,212316.28,1154.51,208.58,93318.63,471.16,1,18,3,10,17,924.8,36502,49652,2916.7,94614.33,BENIGN
21,3331229,170,161,283451.16,194206.8,346.72,957.2,52802.66,11.83,3,0,1,0,6,1022.42,22622,12125,917.81,10278.49,BENIGN
445,2465284,278,460,363093.72,352414.85,533.35,236.16,90368.85,2043.75,18,9,5,9,17,523.11,55227,45014,3531.67,31966.55,DoS
123,2747169,130,60,142530.39,246779.14,83.39,1140.72,89887.26,62.02,1,2,0,9,6,117.09,26698,48627,2471.44,87832.96,BENIGN
22,4013149,415,220,225881.6,223018.13,1212.61,1336.47,5511.32,351.17,2,4,4,6,6,1214.64,27414,40251,238.5,4817.61,BENIGN
1433,3376230,266,358,102344.52,402418.46,854.85,1460.24,94604.81,437.74,1,17,4,3,6,1039.37,56464,26274,4307.3,56753.75,BENIGN
135,3231513,83,175,136846.4,402424.34,1301.52,594.76,30887.17,464.5,2,2,4,5,17,356.52,61162,47242,3709.58,62643.34,BENIGN
139,2694351,204,27,289398.88,398918.93,78.45,159.47,93831.61,369.85,3,15,4,4,17,730.1,37942,17801,3123.58,79937.43,BENIGN
22,2953440,112,377,298901.17,375987.16,497.95,1040.64,46358.79,4958.98,19,5,1,7,17,657.21,24373,61409,1795.9,32602.24,PortScan
139,823087,98,249,289632.04,9584.89,853.28,1447.99,45509.15,158.96,2,16,1,3,17,856.88,46297,13750,3743.98,89994.82,BENIGN
135,1447765,69,57,282994.52,177696.27,1401.53,808.99,27334.3,344.01,2,4,1,2,17,1442.98,22206,20713,2968.63,51532.22,BENIGN
25,3850668,324,423,279871.21,78325.8,1021.0,108.28,79125.0,2450.19,18,22,2,9,6,1201.17,48516,11660,1606.57,82937.8,Brute Force
25,603946,279,71,496187.12,11668.14,1466.51,17.82,607.54,827.25,20,7,5,2,17,1159.7,41390,44487,2940.85,72888.66,Bot
139,2482003,188,33,228341.33,80600.74,142.52,457.61,32350.8,67.4,1,29,0,3,6,337.65,19184,19708,4471.99,58317.09,BENIGN
3389,4037175,70,437,359538.89,89273.73,1460.27,1139.51,22750.41,228.83,2,11,5,10,6,1322.83,18622,23280,2059.13,31561.45,BENIGN
123,3847903,176,307,263084.45,137184.97,1002.44,812.08,73240.28,261.82,3,22,1,7,6,1464.62,63243,1366,1205.59,4759.43,BENIGN
110,3287273,358,120,115235.45,393169.58,164.42,741.71,90570.04,196.19,0,22,4,2,17,112.18,38237,8183,2492.91,4943.96,BENIGN
110,417868,5,26,484877.83,242031.78,1393.41,483.31,7799.45,483.16,3,11,5,5,6,468.12,10655,11302,2045.81,65441.92,BENIGN
135,3501394,100,326,431591.36,427962.98,142.96,680.8,42511.4,147.63,2,12,0,0,17,765.76,17954,43680,3604.14,11381.41,BENIGN
123,4158680,356,394,20967.75,270290.77,1051.98,694.25,74437.9,455.68,1,30,2,2,6,809.66,16162,44463,1302.27,2042.06,BENIGN
1433,2989448,58,225,280327.29,347768.12,1330.69,582.95,84678.74,437.5,0,9,2,9,6,960.85,27645,55536,3850.44,45414.44,BENIGN
22,2610534,465,132,82698.27,458438.45,266.95,284.97,26745.0,4703.47,20,2,0,9,6,564.14,6560,43534,3973.33,63143.92,PortScan
25,2177974,176,59,375792.1,124026.05,336.42,1281.92,76101.69,471.98,0,28,3,9,6,257.04,46775,19970,56.25,76512.89,BENIGN
3306,292181,363,183,179230.92,16337.76,39.48,873.92,76201.49,15.05,2,13,3,8,17,1028.12,41279,24866,1873.44,64213.8,BENIGN
80,1115563,25,270,391581.23,257424.43,767.22,498.46,71648.06,356.23,3,3,3,4,17,1400.59,48115,25052,3638.49,40224.24,BENIGN
3306,2858409,191,256,381845.15,406722.98,407.6,156.78,50752.42,16.63,3,21,3,6,6,193.83,28393,1247,2918.82,87334.29,BENIGN
3306,4171568,105,147,48531.1,226272.85,1045.52,455.33,42785.37,4629.8,16,30,0,7,6,1272.88,14528,14502,3084.01,58036.59,Bot
443,313759,438,141,40474.36,4596.81,395.5,1410.77,63389.19,31.23,0,7,2,4,6,799.16,64946,45282,1659.19,57615.68,BENIGN
3389,4060916,103,86,29752.42,61345.7,977.55,691.84,55025.8,219.76,2,26,3,9,17,956.09,36565,5769,3230.86,47354.61,BENIGN
8080,4406264,78,189,406843.22,30248.26,22.39,137.11,98531.48,266.46,0,4,2,0,6,385.31,49946,35407,2763.71,98307.5,BENIGN
135,1611030,288,342,288492.22,376020.27,94.26,1163.17,58932.76,375.3,3,4,0,3,17,182.23,18125,8408,2450.8,65988.94,BENIGN
25,4191651,119,111,469533.84,184362.28,1319.82,1439.78,96385.84,89.06,3,16,1,0,17,1138.87,8719,43601,856.97,47715.31,BENIGN
1433,4253350,88,307,483325.26,102402.08,478.39,935.09,49474.61,326.04,3,10,0,5,17,594.46,10412,32644,4035.63,89458.06,BENIGN
123,2979785,486,316,366606.82,71030.06,46.2,838.24,42846.29,14.59,2,19,4,3,6,886.97,22623,64476,3425.66,41198.64,BENIGN
1433,4498841,424,164,420652.59,34445.56,146.04,1105.41,99655.31,2694.96,15,10,4,4,6,458.32,30461,25872,4190.2,70412.23,Brute Force
135,3345814,304,310,322512.02,191777.47,1133.95,1457.68,13691.21,277.76,0,15,3,5,6,1407.79,44539,38071,185.1,46569.03,BENIGN
445,598202,339,271,201189.42,179008.54,1062.23,385.46,31070.84,68.15,2,21,1,1,6,236.29,33113,44593,847.74,3543.77,BENIGN
443,2987077,11,116,474543.11,368418.55,260.64,372.35,11743.05,45.41,0,29,2,7,17,1143.22,36761,10423,305.34,74995.96,BENIGN
8080,18505,92,469,427746.81,286470.75,957.81,1408.87,1909.08,67.46,0,27,2,8,6,145.32,23714,64798,4759.42,47986.67,BENIGN
123,1460835,264,411,60170.35,154552.14,1278.14,663.73,80776.63,348.33,0,9,2,4,6,1242.96,29059,30770,1115.63,18161.58,BENIGN
3306,1362970,484,129,3194.46,137086.21,295.98,717.55,33118.82,388.75,3,15,5,9,17,537.03,60529,61364,1322.56,4788.42,BENIGN
1433,4572248,119,416,368006.37,166092.83,342.62,161.79,1265.32,4634.79,20,3,0,4,6,1486.53,12510,11298,1880.04,38432.05,Bot
25,1668401,472,24,424673.01,393541.45,1295.1,987.85,82847.76,214.02,3,29,4,0,6,123.58,6673,5124,3666.85,77427.5,BENIGN
22,781426,98,245,95956.33,439019.02,1252.68,126.69,72675.95,74.02,1,5,5,2,6,220.95,18280,15611,2378.69,28344.21,BENIGN
21,1667555,378,45,119514.28,225963.88,1301.85,833.12,94414.83,396.13,1,27,0,8,17,1184.12,44535,37608,2828.15,58879.46,BENIGN
80,966183,439,303,316252.77,128128.31,89.68,710.09,53720.58,459.46,0,12,4,8,6,1280.73,9906,37073,2979.38,65546.29,BENIGN
53,720786,356,325,159302.96,347667.41,842.8,1416.97,74464.15,488.24,0,23,4,3,17,262.06,8319,33467,4605.55,46542.7,BENIGN
139,52796,345,489,383587.95,280678.35,1454.97,661.67,27422.31,4197.16,15,19,5,8,17,91.64,41465,19858,2500.42,17224.91,DoS
110,1439002,22,281,110792.14,449823.38,525.15,784.3,52130.25,1680.21,11,18,0,0,17,768.88,60330,5987,3965.35,51451.02,Brute Force
139,527021,111,319,282926.12,59736.38,1477.94,442.55,94163.03,159.83,0,21,4,2,6,176.16,62977,30509,3846.52,89946.87,BENIGN
22,4740005,76,228,337506.81,245215.6,1028.09,505.25,34848.28,3983.0,9,1,3,6,17,826.93,34632,13544,935.36,49408.3,PortScan
22,2420917,149,242,383455.29,395518.21,71.1,797.67,64161.9,82.3,0,0,3,1,17,1496.58,31892,36034,3284.83,21797.62,BENIGN
1433,4697435,223,468,119965.21,31997.53,663.53,1463.9,89105.08,197.41,0,7,4,2,17,909.31,38405,29559,578.16,57918.76,BENIGN
139,3588594,137,108,321207.38,188358.25,384.72,446.38,6775.76,1368.73,17,0,3,7,17,325.18,3073,36782,243.54,8197.87,DoS
445,3174575,348,68,113703.82,477442.44,315.48,1375.97,30484.72,393.78,2,10,1,10,6,1071.4,60534,60628,475.07,5472.92,BENIGN
21,1778539,433,491,326867.39,80415.9,183.7,1131.1,80154.04,448.95,2,13,5,7,17,171.16,34962,36204,70.71,86696.94,BENIGN
139,4305738,325,442,32516.12,252181.79,1131.51,741.89,80377.87,331.53,1,8,3,0,17,1100.03,58455,58340,3835.28,43315.3,BENIGN
3389,126725,231,233,308389.87,266172.74,1255.41,716.79,25457.34,3371.37,13,16,4,6,17,274.29,28046,36220,1125.84,31492.21,Web Attack
110,4504641,298,221,187450.35,445133.13,883.38,1116.12,87193.81,68.09,3,15,3,1,17,1451.43,1307,2002,1312.39,38708.0,BENIGN
3306,2705303,446,46,112825.66,11524.39,536.7,744.83,91899.29,4060.4,13,23,5,0,6,91.43,61023,11465,1488.41,47455.26,Brute Force
1433,2837666,95,27,369986.41,254111.92,66.89,11.27,11608.06,4257.02,10,11,2,6,6,192.69,17484,59691,2384.86,79033.06,PortScan
3306,1994701,118,147,82841.02,450339.28,63.17,1429.28,10572.57,111.96,2,3,0,5,6,618.46,34143,62004,656.16,28689.22,BENIGN
443,2883711,478,248,335373.62,371397.97,250.74,638.67,35709.16,706.3,20,25,3,3,6,1091.43,39857,49614,4389.98,95357.14,DoS
25,269113,454,84,485701.81,326179.09,680.16,620.32,94806.95,133.43,3,30,5,2,17,1314.41,45833,46015,1240.81,27428.22,BENIGN
445,3633697,35,414,293591.96,99097.62,816.88,1171.95,60552.63,2511.28,13,13,3,8,17,1422.0,65188,9441,4223.02,60473.86,Bot
3306,4150678,415,447,286843.8,265538.76,1287.02,1042.26,58908.96,138.3,0,26,4,9,6,101.28,33533,31083,1265.03,12050.02,BENIGN
443,3600536,364,131,215727.58,467015.11,1467.73,183.93,79004.44,3069.53,14,20,4,5,17,845.59,29050,22389,4138.81,20813.32,Bot
135,3005126,247,88,82261.99,379814.59,1030.02,891.53,27256.66,325.5,3,27,2,2,6,1444.14,3984,33232,132.57,84716.05,BENIGN
8080,2549578,462,246,351843.52,313548.66,312.35,1129.61,54759.26,353.46,3,30,5,6,6,637.85,52643,25982,3425.22,93049.59,BENIGN
53,3184931,58,495,475313.06,440737.37,970.11,165.16,82353.33,3895.81,9,15,0,2,6,1119.54,46457,47459,3322.21,87350.9,Web Attack
21,4591316,428,367,216462.61,72891.29,1411.12,1033.11,82758.5,437.23,0,1,5,2,6,931.71,15392,15162,4986.02,18300.46,BENIGN
22,1531549,159,73,180898.98,36306.01,1197.62,1158.29,42815.21,2485.42,20,18,2,9,6,471.23,24073,39782,2180.97,56272.1,Bot
25,4113596,196,158,397053.24,245677.15,919.5,587.59,51434.08,412.36,0,17,4,0,6,1327.63,26495,11184,3401.06,25847.33,BENIGN
53,1202849,141,13,341928.84,153639.24,513.33,361.6,62940.5,399.55,0,21,2,4,17,476.24,42103,32599,1361.22,32916.61,BENIGN
53,2570173,360,349,44732.92,47868.74,1288.81,544.88,59296.09,2810.05,13,5,5,9,6,825.31,61494,31921,1419.85,25531.76,Web Attack
443,2277096,334,128,257267.28,253006.32,1241.0,1140.13,57009.19,89.52,0,20,1,8,17,574.53,54798,24528,3813.32,53936.47,BENIGN
53,2803976,430,89,162656.25,63553.75,1085.84,504.66,15166.08,3224.72,10,8,1,1,6,908.57,7632,55888,827.47,52778.92,PortScan
21,879437,413,190,313955.75,155272.38,1473.95,579.23,67115.94,3388.19,15,11,0,2,17,1493.16,38548,9590,808.05,24956.13,Bot
80,4212317,277,21,361499.61,401210.35,451.17,800.03,58735.17,343.86,0,24,3,2,17,53.54,2871,45822,4206.91,58751.25,BENIGN
21,2893585,44,90,309234.06,206155.87,203.5,887.93,12634.3,179.75,3,19,0,2,17,1314.59,48557,26102,4085.82,12709.0,BENIGN
445,1966695,260,370,350553.93,136323.48,145.03,1424.35,40813.51,391.03,3,13,3,3,6,1403.87,62688,14166,3334.09,18552.3,BENIGN
110,1435231,326,204,367455.24,275674.17,533.46,1125.02,20001.52,4117.48,8,16,5,9,17,1436.33,1376,46578,556.91,40024.13,DoS
21,2641006,228,475,217485.93,356799.67,194.2,43.01,81288.28,492.51,0,12,0,3,6,1273.57,46946,7358,3738.09,6239.36,BENIGN
3306,1052304,190,25,215003.51,398340.85,1419.03,622.36,90990.32,336.76,1,3,5,2,17,898.1,43410,2223,605.03,81481.0,BENIGN
139,4374092,171,482,488330.38,125035.7,1489.25,622.71,32246.83,476.34,2,13,1,7,6,579.29,46404,19387,4625.84,95287.55,BENIGN
135,4399666,383,487,225246.82,355040.45,1412.74,446.52,21427.12,204.34,0,12,4,8,6,110.97,8320,59626,4369.45,1998.66,BENIGN
53,4337855,15,25,311661.32,9298.07,1365.33,620.86,45244.09,83.4,3,5,0,5,6,241.59,46029,31788,3341.94,47125.56,BENIGN
443,2397697,390,386,94106.44,273617.75,796.35,546.03,16952.65,253.02,1,24,1,7,17,1012.03,38978,42225,2531.15,11937.24,BENIGN
22,4052857,89,16,139109.04,188954.34,836.8,1120.23,10956.64,352.96,0,16,0,4,17,952.11,63535,48930,1740.78,98460.03,BENIGN
3389,3869057,36,143,368373.15,193847.71,522.48,848.64,64544.48,2528.14,15,1,4,7,6,409.31,8334,14791,1949.35,93518.81,DoS
139,1003010,101,132,44969.3,108967.5,1113.0,495.0,6852.85,34.15,2,24,5,8,6,1277.43,37849,28224,2455.66,37107.19,BENIGN
443,1908544,392,84,374619.52,269170.9,70.42,1432.39,2169.07,257.66,3,12,3,5,17,285.76,8158,29313,4482.2,96427.48,BENIGN
21,4990580,229,43,251982.41,373130.96,896.71,505.91,47122.27,86.23,3,15,1,8,17,592.43,58646,55404,2220.98,59999.66,BENIGN
25,1501700,214,147,27444.23,438618.31,42.04,670.31,75343.6,243.79,1,10,5,4,6,285.42,22921,50624,1568.66,2201.31,BENIGN
22,635980,115,16,272104.52,241661.02,995.98,1072.84,66625.78,285.49,1,9,5,6,17,582.92,59546,37632,3851.87,58429.72,BENIGN
53,234982,307,100,380892.89,142163.7,1196.62,2.43,27432.7,52.21,3,4,0,6,17,93.61,13446,60720,1459.53,39182.09,BENIGN
53,3162063,228,403,303684.21,288225.98,1069.13,962.86,59470.04,297.92,2,1,0,0,17,1378.11,26409,4120,3660.32,18488.23,BENIGN
8080,1324133,322,281,182368.37,61604.89,853.85,1340.31,35982.89,762.41,18,13,0,4,6,1464.63,7344,18625,3566.04,81067.95,Bot
445,4699850,210,164,409146.86,402223.84,111.36,955.74,52176.98,4291.04,10,24,2,9,6,961.61,32792,13526,2914.3,70002.43,DoS
3389,1729762,450,180,56809.3,413488.28,614.94,1321.09,38129.23,3296.58,10,22,4,1,17,1022.4,3154,24875,2198.02,69195.66,PortScan
139,2851421,104,473,394915.54,158311.85,1207.1,677.74,5578.5,439.46,3,12,3,2,6,848.7,5098,22526,2436.8,51144.75,BENIGN
443,1953258,439,302,413005.53,437460.22,1012.64,1435.99,27645.59,476.3,1,5,2,1,6,1274.6,5515,56810,2855.01,79562.09,BENIGN
1433,4538592,424,217,135646.86,280414.81,589.21,1380.03,13855.72,274.41,3,23,4,6,17,1078.09,64684,48993,594.68,95634.01,BENIGN
3306,1549342,393,454,251619.84,282338.02,136.02,1304.39,68484.73,298.48,2,14,5,3,17,210.49,47601,2912,309.74,41087.66,BENIGN
1433,1877069,250,248,326239.87,109848.26,96.22,1234.42,83413.94,4882.16,10,22,5,5,6,966.9,40221,18223,4100.87,71031.84,Bot
443,1924608,286,237,445220.57,159162.96,1345.79,565.73,51349.69,282.69,2,1,5,2,17,610.76,22435,17598,3217.62,98822.84,BENIGN
21,1837573,142,277,129127.89,270455.19,784.05,887.03,63417.68,110.59,3,24,1,7,6,1224.32,26858,44761,1273.5,75451.6,BENIGN
445,1442159,497,498,289160.87,194112.91,1060.93,1425.08,83771.3,1203.06,5,15,4,5,6,836.16,3690,61251,2958.13,14234.18,PortScan
22,1665219,265,475,2868.39,442399.11,974.51,991.76,47530.71,162.23,0,26,2,5,6,993.1,3370,43303,96.07,94060.47,BENIGN
3306,3693,460,476,377549.99,481682.79,550.79,54.76,8339.76,4862.94,6,28,5,1,17,987.53,5488,50345,3053.49,12663.14,PortScan
53,1868117,286,0,250449.84,229009.03,533.87,1393.62,18718.31,249.85,2,12,2,8,17,1175.0,24777,23640,2034.73,83039.65,BENIGN
110,1385335,482,220,85924.15,375846.56,632.22,213.05,88499.54,449.26,1,3,5,7,6,1430.35,14046,39362,558.71,24583.57,BENIGN
139,4425002,316,165,263991.51,259830.08,46.2,885.02,74110.42,991.98,13,22,1,1,17,631.39,16975,4741,4298.79,55853.0,PortScan
110,17958,255,441,100760.03,346991.58,1333.67,518.03,24319.73,357.88,1,12,0,1,17,643.25,47149,45706,1000.23,38217.72,BENIGN
445,700354,444,349,464864.12,138925.42,25.39,298.45,12565.6,106.88,2,8,0,0,6,697.14,64438,32284,3683.2,1318.66,BENIGN
135,3320855,248,55,216617.97,346022.91,446.64,943.32,83567.02,150.05,2,9,3,3,17,69.34,13898,44306,4943.78,13404.44,BENIGN
445,1292022,115,25,174764.0,449150.32,272.33,1345.86,87464.63,428.89,1,21,5,6,6,160.15,27419,8890,3775.88,76160.6,BENIGN
443,2047250,172,284,184443.0,158007.03,120.71,496.27,74332.08,405.35,0,10,3,3,6,563.26,7917,25429,2974.21,74997.03,BENIGN
123,3317373,19,342,498138.19,81193.56,408.51,356.9,43260.25,225.71,2,2,2,7,17,591.9,29057,46210,4555.02,33492.97,BENIGN
1433,708279,107,416,247433.19,490679.68,249.85,67.38,61161.8,479.57,3,29,4,3,6,1008.39,32433,33171,4987.45,95093.8,BENIGN
135,2531311,185,335,75389.88,266164.43,1147.76,878.49,29907.48,114.66,1,7,5,2,6,710.55,39145,9413,331.4,75159.0,BENIGN
443,264566,384,354,14300.75,247522.49,810.15,1285.5,25242.2,401.66,3,23,3,7,17,1318.44,48147,49767,3916.5,6282.29,BENIGN
1433,2095417,101,77,345115.44,428275.35,848.88,1393.48,93130.08,2046.86,7,19,2,10,6,187.06,53781,45574,1769.45,95233.69,Web Attack
3389,2643110,111,295,269624.58,141416.0,1162.4,5.3,86925.0,495.63,2,15,2,0,6,231.08,46108,25592,4501.73,70275.93,BENIGN
